fraud,authorities_contacted_police,injury_claim,num_vehicles_involved,incident_type_collision,policy_liability,customer_gender_male,num_injuries,incident_dow,collision_type_front,driver_relationship_self,authorities_contacted_fire,incident_day,total_claim_amount,incident_month,incident_severity,policy_state_or,customer_gender_female,collision_type_rear,policy_state_id,incident_type_theft,policy_deductable,policy_state_az,policy_state_ca,num_witnesses,driver_relationship_spouse,driver_relationship_na,policy_state_nv,vehicle_claim,policy_annual_premium,driver_relationship_other,incident_hour,collision_type_na,driver_relationship_child,num_claims_past_year,months_as_customer,police_report_available,authorities_contacted_ambulance,customer_education,customer_age,incident_type_breakin,auto_year,authorities_contacted_none,num_insurers_past_5_years,collision_type_side,policy_state_wa
0,1,11000.0,3,1,1,1,3,0,1,1,0,23,47000.0,12,2,0,0,0,0,0,750,0,0,1,0,0,0,36000.0,2950,0,13,0,0,0,40,1,0,4,23,0,2019,0,1,0,1
0,1,0.0,3,1,0,0,0,2,1,1,0,25,12000.0,9,0,0,1,0,0,0,750,0,1,3,0,0,0,12000.0,3000,0,10,0,0,0,87,1,0,1,33,0,2020,0,1,0,0
0,1,48000.0,2,1,2,0,2,4,0,1,0,27,67500.0,12,1,0,1,0,0,0,750,0,0,1,0,0,0,19500.0,3000,0,13,0,0,0,152,1,0,3,69,0,2018,0,1,1,1
0,0,0.0,2,1,0,1,0,3,0,1,0,20,12000.0,6,0,0,0,0,0,0,750,0,1,0,0,0,0,12000.0,3000,0,7,0,0,1,92,0,0,1,39,0,2020,1,1,1,0
0,1,0.0,2,1,0,1,0,3,1,1,0,1,18500.0,8,1,0,0,0,0,0,750,0,1,0,0,0,0,18500.0,3000,0,11,0,0,0,73,1,0,1,72,0,2020,0,1,0,0
0,1,12500.0,3,1,0,1,1,0,1,1,0,9,40500.0,12,2,0,0,0,0,0,750,0,1,0,0,0,0,28000.0,3000,0,10,0,0,0,71,1,0,3,44,0,2015,0,1,0,0
0,1,30000.0,3,1,0,1,3,0,1,1,0,28,46000.0,10,1,0,0,0,0,0,750,0,1,1,0,0,0,16000.0,2950,0,23,0,0,0,158,1,0,2,63,0,2015,0,1,0,0
0,0,0.0,2,1,1,1,0,5,1,1,0,26,11500.0,10,0,0,0,0,0,0,750,0,1,1,0,0,0,11500.0,3000,0,16,0,0,0,104,0,0,4,33,0,2020,1,1,0,0
0,1,0.0,1,0,1,1,0,4,0,0,0,20,9500.0,9,0,0,0,0,0,0,750,0,1,0,0,1,0,9500.0,3000,0,18,1,0,0,92,0,0,4,42,1,2020,0,1,0,0
0,0,0.0,2,1,1,1,0,1,0,1,0,2,11500.0,7,0,0,0,0,0,0,750,0,0,1,0,0,0,11500.0,3000,0,12,0,0,0,93,0,0,3,66,0,2019,1,1,1,1
0,0,0.0,2,1,3,1,0,3,0,1,0,10,11000.0,1,0,0,0,0,0,0,750,0,1,0,0,0,0,11000.0,3000,0,16,0,0,0,135,0,0,3,43,0,2017,1,1,1,0
0,1,0.0,2,1,1,0,0,1,0,1,0,9,32500.0,4,1,0,1,0,0,0,750,0,1,0,0,0,0,32500.0,2950,0,13,0,0,0,292,1,0,3,58,0,2020,0,1,1,0
0,1,0.0,3,1,0,1,0,4,1,1,0,13,9500.0,9,1,0,0,0,0,0,750,0,1,2,0,0,0,9500.0,2550,0,13,0,0,0,233,1,0,2,42,0,2011,0,1,0,0
0,1,0.0,1,0,0,1,0,3,0,0,0,5,10000.0,9,0,0,0,0,0,0,750,1,0,0,0,1,0,10000.0,3000,0,8,1,0,0,143,0,0,2,37,1,2018,0,1,0,0
0,0,0.0,2,1,1,1,0,1,1,1,0,22,9000.0,10,0,0,0,0,0,0,750,0,1,1,0,0,0,9000.0,3000,0,19,0,0,0,163,0,0,1,55,0,2016,1,1,0,0
0,1,0.0,3,1,1,1,0,4,1,1,0,23,26000.0,8,2,0,0,0,0,0,750,0,1,1,0,0,0,26000.0,3000,0,15,0,0,0,116,1,0,2,48,0,2014,0,1,0,0
0,1,0.0,1,0,2,1,0,4,0,0,0,8,28500.0,11,1,0,0,0,0,1,750,0,1,0,0,1,0,28500.0,2750,0,14,1,0,0,192,0,0,1,55,0,2020,0,1,0,0
0,1,0.0,3,1,1,1,0,1,1,1,0,13,34500.0,8,2,1,0,0,0,0,750,0,0,2,0,0,0,34500.0,3000,0,22,0,0,2,77,1,0,3,48,0,2016,0,1,0,0
0,1,15000.0,3,1,0,1,1,2,0,1,0,6,44500.0,2,2,0,0,0,0,0,750,0,1,0,0,0,0,29500.0,3000,0,12,0,0,0,14,1,0,2,22,0,2014,0,3,1,0
0,1,21000.0,3,1,1,1,3,0,1,1,0,28,57500.0,10,2,0,0,0,0,0,750,0,1,4,0,0,0,36500.0,2850,0,11,0,0,0,55,1,0,4,26,0,2016,0,1,0,0
0,1,0.0,1,0,1,1,0,1,0,0,0,30,24500.0,7,1,0,0,0,0,1,750,1,0,0,0,1,0,24500.0,3000,0,23,1,0,0,149,0,0,3,37,0,2019,0,1,0,0
0,0,0.0,2,1,0,1,0,4,0,0,0,14,6000.0,6,0,0,0,1,0,0,750,0,1,1,1,0,0,6000.0,3000,0,12,0,0,0,43,0,0,4,32,0,2016,1,1,0,0
0,0,0.0,1,1,0,1,0,3,1,1,0,31,9500.0,10,0,0,0,0,0,0,750,0,1,0,0,0,0,9500.0,3000,0,8,0,0,0,93,0,0,1,35,0,2013,1,1,0,0
0,0,0.0,1,1,2,0,0,3,1,1,0,17,13000.0,1,0,0,1,0,0,0,750,0,0,0,0,0,0,13000.0,3000,0,6,0,0,0,146,0,0,4,61,0,2017,1,1,0,1
0,1,6500.0,1,1,1,1,1,4,0,1,0,4,25000.0,10,1,0,0,1,0,0,750,0,1,0,0,0,0,18500.0,3000,0,17,0,0,0,21,0,0,1,31,0,2020,0,1,0,0
0,1,10000.0,4,1,2,1,4,2,1,1,0,12,50500.0,6,2,0,0,0,0,0,750,0,1,1,0,0,0,40500.0,3000,0,7,0,0,0,26,1,0,2,24,0,2020,0,4,0,0
0,1,0.0,1,1,0,0,0,2,0,1,0,16,21500.0,1,1,0,1,1,0,0,750,0,1,0,0,0,0,21500.0,3000,0,11,0,0,0,175,0,0,3,64,0,2018,0,1,0,0
0,1,0.0,1,0,2,0,0,1,0,0,0,9,15000.0,4,0,0,1,0,0,0,750,0,1,0,0,1,0,15000.0,2700,0,12,1,0,0,116,0,0,1,48,1,2019,0,1,0,0
1,1,0.0,1,0,3,0,0,5,0,0,0,5,14000.0,10,0,1,1,0,0,0,750,0,0,0,0,1,0,14000.0,3000,0,8,1,0,0,4,0,0,4,48,1,2015,0,3,0,0
0,1,15000.0,2,1,0,0,1,6,1,1,0,13,31500.0,10,1,0,1,0,0,0,750,0,1,1,0,0,0,16500.0,3000,0,9,0,0,0,234,0,0,1,62,0,2015,0,1,0,0
0,0,0.0,2,1,0,1,0,4,1,1,0,4,9000.0,10,0,0,0,0,0,0,750,0,1,2,0,0,0,9000.0,3000,0,9,0,0,0,133,0,0,4,46,0,2018,1,1,0,0
0,0,0.0,2,1,3,0,0,6,1,1,0,12,1000.0,5,0,0,1,0,0,0,750,0,1,0,0,0,0,1000.0,3000,0,4,0,0,0,55,0,0,3,41,0,2020,1,2,0,0
0,0,0.0,2,1,0,1,0,4,1,1,0,1,14500.0,3,0,0,0,0,0,0,750,0,1,1,0,0,0,14500.0,3000,0,15,0,0,0,31,0,0,4,27,0,2020,1,2,0,0
0,1,25000.0,3,1,1,0,1,2,0,0,0,16,40500.0,10,1,0,1,0,0,0,750,1,0,1,1,0,0,15500.0,2850,0,10,0,0,0,176,1,0,4,65,0,2016,0,1,1,0
0,1,5000.0,3,1,0,1,1,4,0,1,0,21,29500.0,6,2,0,0,0,0,0,750,1,0,2,0,0,0,24500.0,3000,0,12,0,0,0,113,1,0,3,56,0,2011,0,1,1,0
0,1,0.0,3,1,1,1,0,5,1,0,0,23,28000.0,2,2,1,0,0,0,0,750,0,0,0,1,0,0,28000.0,3000,0,12,0,0,0,123,1,0,1,53,0,2012,0,1,0,0
0,1,0.0,3,1,0,1,0,5,0,1,0,9,39500.0,3,2,0,0,1,0,0,750,1,0,0,0,0,0,39500.0,3000,0,18,0,0,0,180,1,0,3,62,0,2019,0,1,0,0
0,1,0.0,1,0,0,0,0,1,0,0,0,26,16000.0,2,0,0,1,0,0,0,750,0,1,0,0,1,0,16000.0,3000,0,14,1,0,0,239,0,0,2,49,1,2017,0,1,0,0
0,1,0.0,1,1,0,0,0,1,1,1,0,12,8000.0,11,1,0,1,0,0,0,750,0,1,0,0,0,0,8000.0,3000,0,13,0,0,0,4,0,0,1,19,0,2009,0,1,0,0
0,1,2000.0,3,1,2,1,1,4,0,1,0,11,20000.0,10,2,0,0,0,1,0,750,0,0,2,0,0,0,18000.0,3000,0,16,0,0,0,51,1,0,1,70,0,2010,0,1,1,0
0,0,0.0,2,1,0,1,0,5,0,1,0,19,12000.0,10,0,0,0,0,0,0,750,1,0,3,0,0,0,12000.0,3000,0,9,0,0,0,106,0,0,3,54,0,2019,1,1,1,0
0,1,0.0,3,1,2,1,0,4,0,1,0,4,13000.0,10,0,0,0,0,1,0,750,0,0,1,0,0,0,13000.0,3000,0,13,0,0,0,133,1,0,1,32,0,2015,0,1,1,0
0,0,0.0,2,1,1,1,0,0,1,1,0,2,5500.0,12,0,0,0,0,0,0,750,0,0,2,0,0,0,5500.0,3000,0,16,0,0,0,93,0,0,1,30,0,2015,1,1,0,1
0,1,26000.0,2,1,0,1,3,6,0,1,0,17,48000.0,11,1,0,0,1,0,0,750,0,1,0,0,0,0,22000.0,2800,0,17,0,0,0,29,0,0,3,22,0,2017,0,3,0,0
0,1,0.0,2,1,0,1,0,5,0,1,0,6,14000.0,7,1,0,0,1,0,0,750,0,1,0,0,0,0,14000.0,3000,0,7,0,0,0,57,0,0,3,22,0,2017,0,1,0,0
0,1,3500.0,3,1,0,1,1,2,1,1,0,13,31000.0,3,2,0,0,0,0,0,750,0,1,0,0,0,0,27500.0,3000,0,3,0,0,0,188,1,0,3,73,0,2016,0,1,0,0
0,0,0.0,2,1,0,1,0,0,1,1,0,8,5000.0,4,0,0,0,0,0,0,750,0,1,1,0,0,0,5000.0,2150,0,18,0,0,0,268,0,0,4,68,0,2002,1,1,0,0
0,0,0.0,1,1,2,1,0,4,0,1,1,27,39000.0,9,2,0,0,0,0,0,750,0,1,1,0,0,0,39000.0,3000,0,15,0,0,0,69,0,0,3,34,0,2018,0,1,1,0
0,1,0.0,2,1,0,1,0,1,0,1,0,4,20000.0,6,1,0,0,1,0,0,750,0,1,2,0,0,0,20000.0,3000,0,7,0,0,1,88,1,0,3,42,0,2019,0,1,0,0
0,1,13500.0,2,1,1,1,4,3,1,1,0,26,44000.0,12,2,0,0,0,0,0,750,1,0,2,0,0,0,30500.0,3000,0,10,0,0,0,252,0,0,0,55,0,2014,0,1,0,0
0,0,0.0,2,1,1,1,0,1,0,0,0,10,11000.0,9,0,0,0,1,0,0,750,1,0,0,0,0,0,11000.0,2800,0,10,0,1,0,155,0,0,3,46,0,2018,1,1,0,0
0,1,1500.0,3,1,0,0,3,2,1,1,0,4,29500.0,12,2,0,1,0,0,0,750,0,1,3,0,0,0,28000.0,2650,0,19,0,0,0,12,1,0,1,27,0,2015,0,5,0,0
0,0,6000.0,2,1,1,1,3,6,1,1,0,13,27500.0,1,1,0,0,0,0,0,750,0,1,0,0,0,0,21500.0,2700,0,9,0,0,0,72,0,1,4,44,0,2019,0,1,0,0
0,1,0.0,2,1,1,1,0,0,0,1,0,12,16000.0,8,0,0,0,1,0,0,750,0,0,2,0,0,1,16000.0,3000,0,10,0,0,0,76,1,0,4,59,0,2018,0,1,0,0
0,0,9500.0,2,1,2,1,2,0,0,1,0,24,26000.0,6,2,0,0,0,0,0,750,1,0,1,0,0,0,16500.0,2900,0,23,0,0,0,170,0,1,0,55,0,2009,0,1,1,0
0,1,18500.0,3,1,1,1,1,4,1,1,0,15,35000.0,3,1,0,0,0,0,0,750,0,0,2,0,0,0,16500.0,3000,0,11,0,0,0,97,1,0,4,29,0,2017,0,1,0,1
0,1,0.0,2,1,0,1,0,0,0,1,0,25,5000.0,11,0,0,0,0,0,0,750,0,1,2,0,0,0,5000.0,3000,0,16,0,0,0,9,0,0,3,48,0,2014,0,1,1,0
0,1,9500.0,3,1,3,1,1,2,1,1,0,28,60500.0,8,2,0,0,0,0,0,750,0,1,1,0,0,0,51000.0,3000,0,13,0,0,0,23,1,0,2,25,0,2020,0,1,0,0
0,0,0.0,1,1,0,1,0,0,1,1,0,26,6000.0,8,0,0,0,0,0,0,750,0,1,0,0,0,0,6000.0,3000,0,14,0,0,1,78,0,0,1,30,0,2014,1,1,0,0
0,1,2500.0,3,1,1,1,1,3,1,0,0,10,38500.0,1,2,0,0,0,0,0,750,0,1,3,1,0,0,36000.0,3000,0,14,0,0,0,48,1,0,4,39,0,2018,0,1,0,0
0,0,0.0,1,1,0,0,0,1,0,1,0,30,8000.0,7,0,0,1,0,0,0,750,0,1,0,0,0,0,8000.0,3000,0,8,0,0,0,4,0,0,1,19,0,2017,1,1,1,0
0,1,20500.0,3,1,1,1,4,4,0,1,0,7,56500.0,6,2,0,0,1,0,0,750,0,0,2,0,0,0,36000.0,3000,0,9,0,0,0,168,1,0,3,53,0,2017,0,1,0,1
0,1,17500.0,3,1,2,1,3,2,0,1,0,4,54000.0,12,2,0,0,1,0,0,750,0,0,2,0,0,0,36500.0,3000,0,10,0,0,0,41,1,0,3,41,0,2018,0,2,0,1
0,1,0.0,1,0,1,1,0,0,0,0,0,2,11000.0,12,0,0,0,0,0,0,750,0,1,0,0,1,0,11000.0,3000,0,18,1,0,0,22,0,0,4,25,1,2017,0,1,0,0
0,1,4000.0,3,1,0,1,4,3,0,1,0,5,41000.0,12,2,0,0,0,0,0,750,0,1,2,0,0,0,37000.0,3000,0,6,0,0,1,45,1,0,1,38,0,2017,0,1,1,0
0,1,25000.0,3,1,1,1,1,2,1,1,0,6,59000.0,3,2,0,0,0,0,0,750,0,0,3,0,0,1,34000.0,2750,0,8,0,0,0,34,1,0,4,32,0,2018,0,1,0,0
0,1,0.0,1,1,0,0,0,6,0,0,0,20,17000.0,1,1,0,1,0,0,0,750,0,1,0,1,0,0,17000.0,3000,0,20,0,0,0,155,0,0,3,33,0,2018,0,1,1,0
0,1,0.0,1,1,1,1,0,3,1,1,0,21,12000.0,11,0,0,0,0,0,0,750,0,0,0,0,0,0,12000.0,3000,0,13,0,0,0,79,0,0,1,54,0,2017,0,1,0,1
0,1,0.0,2,1,1,1,0,3,0,0,0,7,14000.0,3,1,0,0,0,0,0,750,0,1,0,0,0,0,14000.0,3000,1,17,0,0,0,72,0,0,3,44,0,2018,0,1,1,0
0,1,0.0,1,0,1,0,0,4,0,0,0,28,10500.0,6,0,0,1,0,0,0,750,0,1,1,0,1,0,10500.0,3000,0,4,1,0,0,207,0,0,4,53,1,2020,0,1,0,0
0,1,0.0,2,1,2,0,0,2,0,1,0,30,18500.0,1,0,0,1,0,0,0,750,0,0,2,0,0,0,18500.0,3000,0,16,0,0,0,115,0,0,4,28,0,2017,0,1,1,1
0,1,0.0,1,0,3,0,0,5,0,0,0,4,16500.0,5,0,0,1,0,0,0,750,0,1,0,0,1,0,16500.0,3000,0,5,1,0,0,148,0,0,3,44,1,2018,0,1,0,0
0,1,7500.0,3,1,3,0,3,3,1,1,0,4,42000.0,4,2,0,1,0,0,0,750,0,0,1,0,0,0,34500.0,3000,0,10,0,0,0,123,1,0,3,70,0,2019,0,1,0,1
0,1,0.0,2,1,0,0,0,0,1,1,0,30,10500.0,12,0,0,1,0,0,0,750,0,1,0,0,0,0,10500.0,3000,0,4,0,0,0,5,1,0,1,24,0,2020,0,4,0,0
0,1,14500.0,3,1,2,1,3,4,1,0,0,29,40500.0,11,2,0,0,0,0,0,750,0,1,0,0,0,0,26000.0,3000,1,16,0,0,0,91,1,0,3,45,0,2013,0,1,0,0
0,1,0.0,3,1,3,0,0,0,1,1,0,4,19500.0,2,1,1,1,0,0,0,750,0,0,1,0,0,0,19500.0,3000,0,23,0,0,1,8,1,0,3,41,0,2017,0,3,0,0
0,1,0.0,1,0,2,1,0,0,0,0,0,7,7000.0,1,0,1,0,0,0,0,750,0,0,0,0,1,0,7000.0,3000,0,6,1,0,0,150,0,0,4,41,1,2014,0,1,0,0
0,1,15000.0,2,1,0,1,1,6,1,1,0,21,22000.0,4,1,0,0,0,0,0,750,0,1,1,0,0,0,7000.0,3000,0,8,0,0,0,71,0,0,2,31,0,2011,0,1,0,0
0,1,0.0,3,1,0,1,0,6,0,1,0,14,12500.0,7,0,0,0,1,0,0,750,0,1,1,0,0,0,12500.0,3000,0,6,0,0,1,153,1,0,0,61,0,2017,0,1,0,0
0,1,15000.0,1,0,0,1,1,4,0,0,0,17,29000.0,5,1,0,0,0,0,1,750,0,1,0,0,1,0,14000.0,3000,0,20,1,0,0,108,0,0,3,54,0,2019,0,1,0,0
0,1,32000.0,2,1,2,0,2,1,0,0,0,22,59500.0,10,1,0,1,1,0,0,750,0,1,1,1,0,0,27500.0,3000,0,15,0,0,0,109,1,0,1,36,0,2020,0,1,0,0
0,0,0.0,1,1,0,0,0,0,0,1,0,28,11500.0,1,0,0,1,0,0,0,750,0,1,0,0,0,0,11500.0,3000,0,20,0,0,1,55,0,0,1,26,0,2019,1,2,1,0
0,0,0.0,2,1,1,0,0,3,1,1,0,13,9000.0,6,0,1,1,0,0,0,750,0,0,2,0,0,0,9000.0,3000,0,4,0,0,0,34,0,0,1,23,0,2014,1,3,0,0
0,1,12500.0,3,1,1,1,1,0,1,1,0,25,30000.0,11,1,0,0,0,0,0,750,1,0,1,0,0,0,17500.0,3000,0,4,0,0,0,53,1,0,3,37,0,2017,0,2,0,0
0,1,3500.0,3,1,0,1,1,3,0,1,0,12,44500.0,9,2,0,0,1,0,0,750,0,1,0,0,0,0,41000.0,2950,0,12,0,0,0,108,1,0,1,30,0,2020,0,1,0,0
0,1,0.0,2,1,0,0,0,5,0,1,0,9,18000.0,3,1,0,1,1,0,0,750,0,1,1,0,0,0,18000.0,3000,0,20,0,0,0,62,1,0,1,30,0,2017,0,1,0,0
0,0,25000.0,2,1,1,1,1,2,0,1,0,2,37000.0,1,1,0,0,1,0,0,750,0,1,1,0,0,0,12000.0,3000,0,8,0,0,0,39,0,1,3,50,0,2013,0,3,0,0
0,0,0.0,2,1,1,1,0,1,1,1,0,5,8000.0,2,0,0,0,0,0,0,750,0,0,1,0,0,0,8000.0,3000,0,13,0,0,0,159,0,0,3,41,0,2010,1,1,0,1
0,1,0.0,2,1,1,1,0,6,1,1,0,20,16500.0,10,1,0,0,0,0,0,750,0,0,0,0,0,1,16500.0,2600,0,18,0,0,0,274,0,0,3,72,0,2015,0,1,0,0
0,1,23500.0,2,1,1,1,1,4,1,1,0,26,53500.0,7,2,0,0,0,0,0,750,0,1,0,0,0,0,30000.0,3000,0,21,0,0,0,75,0,0,2,53,0,2017,0,1,0,0
0,1,0.0,2,1,3,1,0,4,1,1,0,30,19000.0,8,1,0,0,0,0,0,750,0,1,0,0,0,0,19000.0,3000,0,15,0,0,1,144,1,0,3,59,0,2019,0,1,0,0
0,0,0.0,2,1,2,0,0,0,0,1,0,24,4000.0,6,0,0,1,0,0,0,750,0,1,1,0,0,0,4000.0,3000,0,7,0,0,0,71,0,0,4,52,0,2018,1,1,1,0
0,1,0.0,3,1,2,1,0,3,1,1,0,4,12500.0,7,0,0,0,0,0,0,750,0,1,1,0,0,0,12500.0,3000,0,8,0,0,0,263,1,0,2,49,0,2019,0,1,0,0
0,1,0.0,3,1,1,1,0,4,0,0,0,8,7500.0,3,0,0,0,0,0,0,750,0,0,1,1,0,0,7500.0,3000,0,11,0,0,0,158,1,0,3,46,0,2014,0,1,1,1
0,0,13000.0,2,1,0,0,1,2,0,1,0,4,25500.0,12,1,0,1,0,0,0,750,0,1,3,0,0,0,12500.0,3000,0,21,0,0,0,31,0,1,3,32,0,2015,0,2,1,0
0,1,0.0,2,1,3,1,0,4,0,1,0,1,8500.0,2,0,0,0,1,0,0,750,0,1,1,0,0,0,8500.0,3000,0,2,0,0,0,41,1,0,3,50,0,2018,0,1,0,0
0,1,25000.0,3,1,1,0,1,3,1,0,0,27,57000.0,6,2,0,1,0,0,0,750,0,0,3,1,0,0,32000.0,3000,0,12,0,0,0,42,1,0,3,40,0,2012,0,2,0,1
0,1,0.0,3,1,0,1,0,3,0,1,0,26,42500.0,12,2,0,0,0,0,0,750,0,1,1,0,0,0,42500.0,3000,0,16,0,0,0,45,1,0,3,24,0,2020,0,3,1,0
0,1,5000.0,4,1,1,1,4,3,1,0,0,14,33000.0,2,2,0,0,0,0,0,750,0,1,0,0,0,0,28000.0,2850,0,11,0,1,0,21,1,0,3,24,0,2016,0,2,0,0
0,1,10000.0,3,1,0,1,4,4,0,1,0,26,49000.0,4,2,0,0,1,0,0,750,0,1,1,0,0,0,39000.0,3000,0,5,0,0,0,64,1,0,1,53,0,2020,0,1,0,0
0,1,15000.0,4,1,0,0,2,3,0,1,0,29,42000.0,8,2,0,1,0,0,0,750,0,1,3,0,0,0,27000.0,3000,0,11,0,0,0,31,1,0,4,45,0,2017,0,1,1,0
0,1,0.0,1,0,3,0,0,1,0,0,0,31,18500.0,12,1,0,1,0,0,1,750,0,1,0,0,1,0,18500.0,2700,0,13,1,0,0,110,0,0,1,57,0,2019,0,1,0,0
0,0,0.0,1,1,1,1,0,1,0,0,0,3,5500.0,9,0,0,0,1,0,0,750,0,0,0,1,0,0,5500.0,2600,0,20,0,0,0,106,0,0,3,48,0,2017,1,1,0,1
0,1,15000.0,2,1,0,1,1,6,0,0,0,21,34000.0,7,1,0,0,0,0,0,750,0,1,3,0,0,0,19000.0,2900,1,11,0,0,0,73,1,0,1,57,0,2017,0,1,1,0
0,1,0.0,1,0,0,1,0,0,0,0,0,29,12500.0,7,1,0,0,0,0,1,750,0,1,0,0,1,0,12500.0,3000,0,10,1,0,0,109,0,0,1,46,0,2011,0,1,0,0
0,1,0.0,1,0,0,0,0,2,0,0,0,31,10000.0,7,1,0,1,0,0,1,750,0,1,0,0,1,0,10000.0,2900,0,19,1,0,0,21,0,0,4,59,0,2015,0,1,0,0
0,1,11500.0,3,1,3,0,1,3,0,1,0,9,45000.0,5,2,0,1,0,0,0,750,0,0,3,0,0,0,33500.0,3000,0,14,0,0,0,105,1,0,3,31,0,2018,0,1,1,1
0,1,0.0,1,0,0,1,0,4,0,0,0,4,8000.0,1,0,0,0,0,0,0,750,0,1,0,0,1,0,8000.0,3000,0,7,1,0,0,128,0,0,3,38,1,2017,0,1,0,0
0,1,0.0,2,1,0,0,0,5,1,1,0,23,21000.0,11,1,0,1,0,0,0,750,1,0,1,0,0,0,21000.0,3000,0,16,0,0,0,53,1,0,3,26,0,2017,0,1,0,0
0,0,9000.0,2,1,0,1,4,4,0,1,1,16,41500.0,8,2,0,0,0,0,0,750,0,1,1,0,0,0,32500.0,3000,0,19,0,0,0,73,0,0,4,52,0,2017,0,1,1,0
0,0,0.0,2,1,0,0,0,5,1,1,0,6,11000.0,4,0,0,1,0,0,0,750,0,1,1,0,0,0,11000.0,3000,0,16,0,0,0,92,0,0,2,47,0,2017,1,1,0,0
0,0,0.0,2,1,1,1,0,3,1,0,0,5,12000.0,9,0,0,0,0,0,0,750,0,1,2,1,0,0,12000.0,3000,0,1,0,0,0,50,0,0,3,36,0,2016,1,2,0,0
0,0,0.0,1,1,1,0,0,2,0,1,1,20,28500.0,11,2,1,1,1,0,0,750,0,0,0,0,0,0,28500.0,2950,0,4,0,0,0,16,0,0,3,27,0,2017,0,4,0,0
0,1,7500.0,3,1,3,0,1,4,0,1,0,1,37500.0,2,2,0,1,1,0,0,750,0,1,3,0,0,0,30000.0,2750,0,1,0,0,0,113,1,0,2,29,0,2015,0,1,0,0
1,1,0.0,1,0,0,0,0,6,0,0,0,17,8500.0,2,0,0,1,0,0,0,750,0,1,0,0,1,0,8500.0,3000,0,18,1,0,1,45,0,0,1,33,1,2016,0,1,0,0
0,1,7000.0,2,1,0,0,2,3,1,1,0,7,21500.0,11,1,0,1,0,0,0,750,0,1,0,0,0,0,14500.0,3000,0,22,0,0,0,143,1,0,3,47,0,2018,0,1,0,0
0,0,0.0,1,1,1,1,0,6,0,1,0,29,7500.0,9,0,0,0,0,0,0,750,0,1,0,0,0,0,7500.0,2600,0,14,0,0,0,197,0,0,1,55,0,2016,1,1,1,0
0,0,0.0,1,1,1,1,0,2,0,1,0,7,9000.0,8,0,0,0,0,0,0,750,1,0,0,0,0,0,9000.0,2650,0,6,0,0,0,108,0,0,4,54,0,2017,1,1,1,0
0,1,5000.0,2,1,0,1,1,1,0,1,0,5,27500.0,2,1,0,0,1,0,0,750,0,1,1,0,0,0,22500.0,3000,0,13,0,0,1,5,1,0,3,38,0,2020,0,1,0,0
